0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
7.2905,5.4911,8.5735,8.9314,11.787,11.044,9.7223,5.4075,9.2146,5.55,5.3136,5.9024,10.407,8.9675,5.8463,5.5755,7.547,7.7494,9.8384,11.299,10.146,5.5647,6.0653,10.215,6.4124,5.4802,7.7718,7.3513,5.2999,10.697,6.4274,5.5216,11.436,10.048,6.936,5.7252,8.1077,5.3338,10.148,5.3999,5.7196,6.6081,9.8454,5.9489,5.3831,6.8338,6.3008,14.321,10.27,0.0
8.6111,5.8299,12.897,9.3106,12.208,12.218,9.2232,5.5783,8.1248,5.8575,5.848,5.858,10.227,9.1984,6.2308,5.9593,7.3832,8.5533,10.469,11.829,10.202,5.8696,6.3374,10.82,6.6416,5.676,7.7615,7.4183,5.6328,9.9944,8.4129,5.8614,12.182,11.052,7.1251,5.9994,8.441,5.5263,11.161,5.6648,6.1139,8.6844,8.8124,6.0531,5.5992,7.4567,6.4146,15.187,11.788,0.0
8.4214,5.4623,8.965,9.3312,12.244,11.549,11.329,5.0928,7.5901,5.7256,5.2851,5.3115,7.0068,9.3777,5.7537,5.4493,7.0475,8.1987,10.198,12.382,9.8149,5.7152,6.249,10.701,6.9278,5.1435,7.4043,7.6514,5.0929,10.829,6.6858,5.4942,13.193,11.314,7.3444,5.8017,8.1886,5.0857,10.686,5.1399,6.6966,8.2304,9.3438,6.0049,5.0357,7.7669,6.1595,14.283,11.072,1.0
7.7685,6.1518,9.2259,10.358,12.153,11.41,11.0,5.7238,7.5605,6.2973,5.984,5.9201,7.6642,9.5411,6.3648,5.9573,7.4422,7.8308,10.512,12.441,11.668,6.161,6.915,9.3508,7.0306,6.0014,8.2367,7.5212,5.9944,10.404,6.5834,6.2494,12.52,11.068,8.1229,6.7961,8.6107,5.9627,9.7795,5.9813,7.0135,6.6163,9.7476,6.7667,6.0542,7.9842,6.8758,15.166,10.787,0.0
9.2784,5.7552,10.011,8.941,12.057,11.919,8.1598,5.1726,7.1079,5.5651,5.3298,5.3192,8.2124,9.0864,5.9928,5.7806,7.4493,8.4542,10.478,12.139,10.693,5.5815,6.5966,9.5275,7.0983,5.2411,7.5609,7.7305,5.935,10.244,10.79,5.4534,12.404,11.347,7.2891,6.4855,7.3669,4.9796,11.005,5.6304,6.2886,9.3684,9.2832,6.2518,5.3408,7.6722,6.4556,13.63,12.091,0.0
9.4472,5.3951,9.3864,10.135,11.836,11.159,10.563,4.9665,8.9391,5.3602,5.208,5.6236,8.2259,9.4129,5.8328,5.4584,7.3744,8.7374,10.482,13.277,9.9039,5.7272,6.1072,10.361,7.6229,5.0383,7.3681,7.279,5.158,11.391,6.5025,5.6727,13.772,11.811,7.7592,5.3786,8.1475,4.8741,10.611,4.9699,6.1377,7.3762,9.7918,6.1745,5.1829,7.4351,5.8549,15.423,10.14,0.0
7.4293,5.0328,8.6269,11.3669,12.4135,10.2417,13.7553,4.688,9.4629,5.6686,4.8854,5.2764,7.7594,10.8958,5.7228,5.2641,9.6805,8.63,9.3769,12.9745,9.9336,5.3393,5.6064,13.2891,6.9384,5.2075,6.0857,8.2694,4.7693,12.1703,5.81,4.8836,14.8719,13.0243,7.3014,5.6021,9.3271,4.5681,10.7329,5.2343,5.622,6.6287,9.0893,6.3104,4.4912,8.6117,6.126,16.2437,11.891,1.0
7.939,6.5634,10.466,8.5861,12.874,11.51,7.5601,5.5713,8.7326,5.505,5.1685,5.4167,7.0562,8.3009,6.8947,5.4151,6.4667,7.5191,10.531,11.143,10.59,5.0849,5.8198,6.576,7.1453,5.0809,7.8377,7.3582,4.7924,8.9012,8.1878,5.3283,11.493,9.5926,7.2306,6.0497,8.9585,5.066,9.3941,5.1579,5.9085,6.5865,9.7512,5.6246,5.1409,6.6596,6.3237,15.074,12.007,0.0
8.2266,4.6659,9.2602,9.0224,12.99,11.697,8.5443,4.5227,8.358,5.7511,5.3288,5.2386,6.8312,8.2357,5.1159,5.5018,6.7336,8.5273,10.434,11.282,10.673,6.3247,5.7528,7.92,6.5814,4.9085,7.7931,7.116,4.8455,9.4202,9.8005,4.964,11.408,10.33,7.275,5.5637,7.9576,4.2664,9.5837,4.6532,5.8225,7.9862,9.4327,6.3977,4.5023,6.7279,6.3109,14.991,12.186,0.0
8.8284,6.3434,9.625,10.229,12.169,11.626,9.5813,4.9415,7.7291,5.8699,5.1617,5.6317,8.262,10.397,5.6086,5.4746,8.6799,8.1958,10.325,13.272,11.052,5.6199,6.4021,8.4459,6.8791,5.1807,7.4115,7.3725,4.997,12.621,7.2325,5.8431,13.597,12.698,7.3676,6.4708,8.1818,5.0073,11.259,5.0466,7.6046,7.449,9.9912,6.2781,5.0727,8.7864,6.761,14.251,11.571,1.0
9.8266,6.2744,11.185,9.7163,12.717,11.873,9.4227,5.6733,7.9855,6.2843,6.5441,5.8515,7.7584,9.8124,6.0036,6.1612,7.4467,8.6166,10.209,13.951,11.735,6.0669,6.967,11.525,7.6563,5.6963,7.4628,7.3831,5.8798,11.513,6.8155,5.9,14.155,12.748,7.4961,7.1442,7.2533,5.5714,11.116,5.6224,6.6439,8.0457,10.089,6.2892,5.6586,8.7144,6.4985,13.825,11.865,0.0
9.2783,5.6372,10.747,10.104,12.663,11.996,8.7719,5.2683,8.2117,5.583,5.3259,5.2974,8.8486,9.9085,5.7528,5.5633,7.0448,8.481,10.865,14.456,9.2629,5.9545,6.4626,7.7225,7.746,5.2854,7.9484,8.1326,5.1908,10.906,5.6721,5.3512,14.341,12.583,6.7399,5.4726,7.9051,5.1514,10.922,5.2173,5.7678,7.2801,9.9135,5.5652,5.1911,8.4529,5.9135,14.861,11.696,1.0
7.7288,5.8038,12.099,8.6339,12.423,11.324,8.8132,5.3964,7.9356,5.9012,5.6144,5.6034,9.515,8.9564,5.9024,5.9053,6.6166,7.8461,10.263,11.591,10.747,5.5695,6.3098,10.827,7.6952,5.5096,7.7284,7.4515,5.4447,9.9255,6.7368,5.8999,11.505,10.454,7.1802,6.0879,8.6073,5.4177,10.048,5.3463,6.3012,6.6648,8.7165,6.2931,5.4144,6.8717,6.8555,15.534,11.074,0.0
