1.140434741973876953e+01,1.165217399597167969e+00,6.347826123237609863e-01,1.062608718872070312e+01,5.499130249023437500e+01,8.217391371726989746e-01,9.817391395568847656e+00,1.430000019073486328e+01,1.152173876762390137e+00,6.434782743453979492e-01,1.926086902618408203e+00,1.086956501007080078e+00,3.469565153121948242e+00,9.782608747482299805e-01,3.156521797180175781e+00,1.256521701812744141e+00,3.368260955810546875e+01,1.126086950302124023e+00,5.582608699798583984e+00,1.117391347885131836e+00,6.865217208862304688e+00,1.578260898590087891e+00,7.565217614173889160e-01,7.030434608459472656e+00,9.130434989929199219e-01,2.413478279113769531e+01,1.065217375755310059e+00,1.282608747482299805e+00,1.365217447280883789e+00,8.726086616516113281e+00,1.419565200805664062e+01,1.839130401611328125e+00,7.913043498992919922e-01,6.434782743453979492e-01,3.521739244461059570e-01,6.347826123237609863e-01,2.117391347885131836e+00,4.043478369712829590e-01,2.082608699798583984e+00,6.043478250503540039e-01,1.003913021087646484e+01,7.478260993957519531e-01,2.730434894561767578e+00,2.839130401611328125e+00,4.217391312122344971e-01,2.830434799194335938e+00,3.895652055740356445e+00,7.826086878776550293e-01,1.652173876762390137e+00,4.043478369712829590e-01,1.000000000000000000e+00
2.531094551086425781e+01,8.457711338996887207e-01,6.616915464401245117e-01,4.338308334350585938e+00,3.043781089782714844e+01,8.009950518608093262e-01,7.815920352935791016e+00,2.042288589477539062e+01,1.865671634674072266e+00,7.537313699722290039e-01,7.985074520111083984e-01,5.671641826629638672e-01,1.390547275543212891e+00,1.529850721359252930e+00,9.452736377716064453e-01,6.517412662506103516e-01,2.993034744262695312e+01,8.830845952033996582e-01,9.425373077392578125e+00,6.194030046463012695e-01,7.768656730651855469e+00,1.203980088233947754e+00,3.358208835124969482e-01,5.554726600646972656e+00,6.442785859107971191e-01,1.685820960998535156e+01,5.970149040222167969e-01,7.686567306518554688e-01,1.405472636222839355e+00,1.062935352325439453e+01,6.159204006195068359e+00,8.631840944290161133e-01,1.087064623832702637e+00,9.104477763175964355e-01,3.358208835124969482e-01,3.283582031726837158e-01,1.619403004646301270e+00,8.507462739944458008e-01,2.462686538696289062e+00,5.472636818885803223e-01,5.199005126953125000e+00,7.363184094429016113e-01,2.599502563476562500e+00,2.883084535598754883e+00,2.537313401699066162e-01,1.915422916412353516e+00,3.034825801849365234e+00,6.542288661003112793e-01,1.368159174919128418e+00,6.194030046463012695e-01,1.000000000000000000e+00
4.759313583374023438e+01,1.176470637321472168e+00,7.696078419685363770e-01,1.818627476692199707e+00,2.828431367874145508e+00,1.049019575119018555e+00,7.651960849761962891e+00,4.803921699523925781e+00,7.401960492134094238e-01,6.470588445663452148e-01,2.058823555707931519e-01,7.647058963775634766e-01,1.274509876966476440e-01,6.862745285034179688e-01,9.656862616539001465e-01,1.960784345865249634e-01,7.115686035156250000e+01,1.794117689132690430e+00,1.877941131591796875e+01,6.764705777168273926e-01,1.698039245605468750e+01,1.029411792755126953e+00,2.156862765550613403e-01,6.617647171020507812e+00,5.441176295280456543e-01,1.817156791687011719e+01,2.303921580314636230e-01,7.843137383460998535e-01,1.200980424880981445e+00,2.148039245605468750e+01,1.401960730552673340e+00,1.607843160629272461e+00,2.254901885986328125e+00,9.215686321258544922e-01,8.725489974021911621e-01,4.068627357482910156e-01,1.044117689132690430e+00,2.598039209842681885e-01,1.147058844566345215e+00,3.328431367874145508e+00,1.038235282897949219e+01,1.416666626930236816e+00,1.210784316062927246e+00,5.318627357482910156e+00,2.745098173618316650e-01,7.156862616539001465e-01,3.769607782363891602e+00,5.343137383460998535e-01,1.093137264251708984e+00,3.529411852359771729e-01,0.000000000000000000e+00
6.800000000000000000e+01,1.125000000000000000e+00,3.125000000000000000e+00,2.562500000000000000e+00,8.012500000000000000e+01,1.875000000000000000e+00,1.518750000000000000e+01,1.681250000000000000e+01,3.000000000000000000e+00,6.875000000000000000e-01,6.875000000000000000e-01,1.312500000000000000e+00,1.500000000000000000e+00,1.187500000000000000e+00,1.062500000000000000e+00,9.375000000000000000e-01,9.531250000000000000e+01,4.000000000000000000e+00,2.806250000000000000e+01,1.312500000000000000e+00,2.268750000000000000e+01,1.250000000000000000e+00,1.187500000000000000e+00,6.687500000000000000e+00,9.375000000000000000e-01,2.856250000000000000e+01,5.000000000000000000e-01,1.625000000000000000e+00,8.750000000000000000e-01,2.781250000000000000e+01,1.000000000000000000e+00,4.375000000000000000e+00,1.562500000000000000e+00,1.000000000000000000e+00,1.062500000000000000e+00,4.375000000000000000e-01,1.625000000000000000e+00,7.500000000000000000e-01,3.500000000000000000e+00,2.875000000000000000e+00,1.275000000000000000e+01,2.187500000000000000e+00,4.062500000000000000e+00,6.125000000000000000e+00,5.625000000000000000e-01,1.312500000000000000e+00,4.375000000000000000e+00,8.125000000000000000e-01,1.625000000000000000e+00,9.375000000000000000e-01,0.000000000000000000e+00
2.457096862792968750e+01,6.935483813285827637e-01,1.138709664344787598e+00,4.374193668365478516e+00,1.032580661773681641e+01,1.087096810340881348e+00,1.174516105651855469e+01,6.751613140106201172e+00,3.148387193679809570e+00,3.387096822261810303e-01,8.354838490486145020e-01,1.861290335655212402e+00,6.999999880790710449e-01,1.316129088401794434e+00,1.551612854003906250e+00,1.506451606750488281e+00,4.259677505493164062e+01,1.009677410125732422e+00,1.315161323547363281e+01,3.129032254219055176e-01,1.173870944976806641e+01,1.145161271095275879e+00,7.161290049552917480e-01,4.664515972137451172e+00,8.516129255294799805e-01,1.925161361694335938e+01,1.238709688186645508e+00,5.838709473609924316e-01,8.516129255294799805e-01,1.429354858398437500e+01,7.741935253143310547e-01,1.032258033752441406e+00,1.712903261184692383e+00,6.290322542190551758e-01,3.000000119209289551e-01,3.483870923519134521e-01,1.235483884811401367e+00,8.161290287971496582e-01,2.993548393249511719e+00,8.032258152961730957e-01,7.593548297882080078e+00,7.483870983123779297e-01,1.748387098312377930e+00,3.564516067504882812e+00,2.741935551166534424e-01,1.316129088401794434e+00,2.390322685241699219e+00,5.580645203590393066e-01,1.158064484596252441e+00,7.483870983123779297e-01,0.000000000000000000e+00
7.315412044525146484e+00,6.630824208259582520e-01,5.197132825851440430e-01,7.562723755836486816e-01,2.510752677917480469e+01,5.913978219032287598e-01,5.856630802154541016e+00,2.918638038635253906e+01,1.784946203231811523e+00,5.555555820465087891e-01,6.021505594253540039e-01,6.594982147216796875e-01,1.516129016876220703e+00,1.046594977378845215e+00,8.028674125671386719e-01,9.713261723518371582e-01,1.740143394470214844e+01,6.953405141830444336e-01,1.092473125457763672e+01,5.627239942550659180e-01,7.351254463195800781e+00,1.347670197486877441e+00,4.982078969478607178e-01,6.645161151885986328e+00,6.630824208259582520e-01,1.805376434326171875e+01,4.982078969478607178e-01,6.451612710952758789e-01,1.003584265708923340e+00,1.029749107360839844e+01,2.297491073608398438e+00,3.727598488330841064e-01,9.103942513465881348e-01,7.132616639137268066e-01,1.863799244165420532e-01,3.333333432674407959e-01,2.275985717773437500e+00,6.057347655296325684e-01,2.215053796768188477e+00,3.870967626571655273e-01,6.419354915618896484e+00,4.121863842010498047e-01,3.379928350448608398e+00,3.519713163375854492e+00,1.899641603231430054e-01,2.057347774505615234e+00,2.849462270736694336e+00,4.910394251346588135e-01,1.211469531059265137e+00,8.637992739677429199e-01,0.000000000000000000e+00
2.162614059448242188e+01,2.641337394714355469e+00,1.471124649047851562e+00,2.458966493606567383e+00,6.078115463256835938e+01,8.753799200057983398e-01,1.080547142028808594e+01,2.132522773742675781e+01,1.206686973571777344e+00,1.787234067916870117e+00,1.206686973571777344e+00,1.598784208297729492e+00,3.887537956237792969e+00,1.066869258880615234e+00,1.173252224922180176e+00,1.142857193946838379e+00,1.850759887695312500e+01,2.030395030975341797e+00,7.693008899688720703e+00,1.723404288291931152e+00,6.610942363739013672e+00,7.568389177322387695e-01,2.188449800014495850e-01,6.547112464904785156e+00,1.185410380363464355e+00,2.721884536743164062e+01,4.376899600028991699e-01,1.151975631713867188e+00,1.556231021881103516e+00,7.370820522308349609e+00,1.613981819152832031e+01,2.759878396987915039e+00,8.449848294258117676e-01,8.176291584968566895e-01,4.802431464195251465e-01,4.528875350952148438e-01,2.136778116226196289e+00,3.920972645282745361e-01,2.993921041488647461e+00,3.313069939613342285e-01,1.006382942199707031e+01,6.534954309463500977e-01,5.446808338165283203e+00,2.410334348678588867e+00,6.565349698066711426e-01,1.212765932083129883e+00,3.234042644500732422e+00,8.510638475418090820e-01,8.693009018898010254e-01,1.276595741510391235e-01,1.000000000000000000e+00
3.514666748046875000e+01,1.399999976158142090e+00,1.799999952316284180e+00,7.266666889190673828e+00,2.387999916076660156e+01,1.106666684150695801e+00,1.330666637420654297e+01,1.637333297729492188e+01,3.706666707992553711e+00,1.026666641235351562e+00,7.333333492279052734e-01,1.293333292007446289e+00,1.480000019073486328e+00,1.253333330154418945e+00,2.559999942779541016e+00,1.133333325386047363e+00,4.841333389282226562e+01,1.679999947547912598e+00,1.477333354949951172e+01,1.226666688919067383e+00,1.105333328247070312e+01,1.373333334922790527e+00,3.333333432674407959e-01,5.906666755676269531e+00,1.120000004768371582e+00,2.592000007629394531e+01,7.200000286102294922e-01,1.000000000000000000e+00,1.720000028610229492e+00,1.673333358764648438e+01,1.102666664123535156e+01,2.106666564941406250e+00,1.546666622161865234e+00,1.399999976158142090e+00,5.866666436195373535e-01,5.199999809265136719e-01,2.173333406448364258e+00,1.000000000000000000e+00,2.786666631698608398e+00,1.333333373069763184e+00,1.152000045776367188e+01,1.026666641235351562e+00,2.893333435058593750e+00,4.306666851043701172e+00,2.800000011920928955e-01,2.160000085830688477e+00,5.693333148956298828e+00,1.066666722297668457e+00,1.853333353996276855e+00,4.666666686534881592e-01,0.000000000000000000e+00
6.745302581787109375e+01,7.202505469322204590e-01,1.235908150672912598e+00,2.787056446075439453e+00,4.216910171508789062e+01,2.164927005767822266e+00,1.939874649047851562e+01,1.851148223876953125e+01,2.939457178115844727e+00,1.455114841461181641e+00,8.977035284042358398e-01,2.747390508651733398e+00,1.511482238769531250e+00,1.697286009788513184e+00,2.231732845306396484e+00,6.847599148750305176e-01,1.144279785156250000e+02,5.386221408843994141e+00,5.697077178955078125e+01,1.789144039154052734e+00,4.360125350952148438e+01,2.146137714385986328e+00,5.678496956825256348e-01,1.106471824645996094e+01,2.177453041076660156e+00,3.780167007446289062e+01,1.417536497116088867e+00,2.292275667190551758e+00,2.300626277923583984e+00,4.679540634155273438e+01,1.569102287292480469e+01,3.248434305191040039e+00,2.432150363922119141e+00,3.336117029190063477e+00,1.653444647789001465e+00,8.267223238945007324e-01,3.511482238769531250e+00,1.795407056808471680e+00,4.661795616149902344e+00,2.847599267959594727e+00,2.457411193847656250e+01,2.795407056808471680e+00,8.179540634155273438e+00,1.132567882537841797e+01,7.139874696731567383e-01,2.081419706344604492e+00,6.484342575073242188e+00,6.304801702499389648e-01,2.304801702499389648e+00,7.286012768745422363e-01,1.000000000000000000e+00
1.491995239257812500e+02,1.290865421295166016e+00,2.608173131942749023e+00,2.637019157409667969e+00,7.653846263885498047e+00,1.721153855323791504e+00,2.097355842590332031e+01,1.624759674072265625e+01,4.002403736114501953e+00,1.163461565971374512e+00,2.052884578704833984e+00,1.884615421295166016e+00,1.906250000000000000e+00,1.175480723381042480e+00,1.519230723381042480e+00,9.639422893524169922e-01,1.559399108886718750e+02,7.966346263885498047e+00,4.581250000000000000e+01,1.456730723381042480e+00,3.317307662963867188e+01,1.194711565971374512e+00,6.802884340286254883e-01,1.038942337036132812e+01,1.735576868057250977e+00,4.817307662963867188e+01,1.591346144676208496e+00,2.139423131942749023e+00,1.216346144676208496e+00,2.807932662963867188e+01,4.829327106475830078e+00,4.548077106475830078e+00,3.456730842590332031e+00,1.923076868057250977e+00,9.350961446762084961e-01,5.841346383094787598e-01,1.350961565971374512e+00,1.254807710647583008e+00,2.882211446762084961e+00,1.891826868057250977e+00,2.389663505554199219e+01,1.509615421295166016e+00,5.052884578704833984e+00,6.752403736114501953e+00,4.326923191547393799e-01,5.192307829856872559e-01,7.000000000000000000e+00,9.062500000000000000e-01,1.298076868057250977e+00,2.067307680845260620e-01,0.000000000000000000e+00
